X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
D_MLVr,PA_PH,0.17871,0.13210791,0.054909997,0.17219,5.0,-0.21587516
D_MLVr,G_PH,0.17871,0.13204497,0.054909997,0.17219,5.0,-0.2160209
PA_PH,PA_LF,0.1787,0.17704144,0.042679995,0.17288,5.0,-0.040725376
G_PH,PA_LF,0.1787,0.1770268,0.042679995,0.17288,5.0,-0.040904913
OBI%,SOr,0.1787,0.1611469,0.015820004,0.1674,5.0,-0.13248815
HBPR,BBr,0.17868,0.17636763,0.010600001,0.16828,5.0,-0.04808717
RUNR,SOr,0.17868,0.17787349,0.01738,0.16937,5.0,-0.028399076
HITR,PA_CF,0.17866,0.17603777,0.07705001,0.16852,5.0,0.051207706
PICKOFF,AVG,0.17866,0.10623521,0.09323,0.17382,5.0,0.26911855
D_BPF,DP,0.17865,0.17763379,0.10323001,0.16791,5.0,0.03187812
D_PMLVr,Record_ID#,0.17865,0.1782818,0.015349999,0.16863,5.0,0.019188583
D_VORP,PA_LF,0.17863,0.14280978,0.037089996,0.1746,5.0,0.18926232
SB,SFR,0.17858,0.16271637,0.04919,0.16902,5.0,-0.1259509
SOr,PA_RF,0.17854,0.17762496,0.064320005,0.16808,5.0,0.030249879
SOr,G_RF,0.17854,0.17664029,0.072790004,0.16808,5.0,0.043585733
PA_SS,HR,0.17852,0.17293724,0.07034999,0.17599,5.0,-0.074717805
G_3B,OUT,0.17851,0.15754417,0.0564,0.17324,5.0,0.14479582
GB%,SF,0.17847,0.083221816,0.08111,0.17086,5.0,-0.30862305
UBBr,HR,0.17846,0.12031144,0.08028,0.16859,5.0,0.24114013
NSOR,HITR,0.17846,0.17816982,0.026820004,0.1687,5.0,0.017034644
UBBr,Batted Balls,0.17845,0.17616503,0.013409998,0.16896,5.0,-0.04780133
BBr,SF,0.17844,0.17408398,0.13906,0.16928,5.0,0.06600025
SHR,POP,0.17841,0.13715744,0.068169996,0.16978,5.0,-0.20310727
SHR,BK,0.1784,0.1647222,0.15692,0.17079,5.0,-0.1169521
POP%,ROEr,0.17837,0.16914026,0.02493,0.16879,5.0,0.0960715
D_NETDP,IBB,0.17837,0.17456548,0.10357,0.1695,5.0,-0.06168084
RBIR,PA_LF,0.17836,0.14117278,0.03566,0.16921,5.0,0.19283989
D_RAP,PICKOFF,0.17831,0.12614831,0.13037,0.17033,5.0,0.22838935
G_LF,AB,0.1783,0.16200781,0.02922,0.17075,5.0,0.12764081
D_RAR,SOr,0.1783,0.1757269,0.042390004,0.16956,5.0,-0.05072555
SOr,HBPR,0.17825,0.17820604,0.010290004,0.1689,5.0,0.006630383
D_RPMLVr,SOr,0.17825,0.15669256,0.020050004,0.16891,5.0,-0.14682452
BBr,G_1B,0.17823,0.14266548,0.06351,0.17036,5.0,0.18858558
SB,PA_CF,0.17817,-0.017021775,0.016279995,0.17272,5.0,0.44180512
SHR,HBPR,0.17809,0.17761406,0.029800013,0.16949,5.0,0.021816071
UBBr,G,0.17808,0.17045243,0.07614001,0.1699,5.0,0.087336026
BBr,2B,0.17805,0.17058963,0.097109996,0.16827,5.0,0.086373456
SB%,SHR,0.17802,0.17323755,0.08376,0.1686,5.0,0.06915532
TBP,G_2B,0.17801,0.17341109,0.03269,0.16887,5.0,0.06781533
B3R,D_ISO,0.178,0.17379597,0.026430003,0.17186,5.0,0.06483848
D_ISO,PA_PH,0.17799,0.13524479,0.074870005,0.16957,5.0,-0.20674919
D_ISO,G_PH,0.17799,0.13531494,0.07344001,0.16957,5.0,-0.20657943
PA_2B,HR,0.17798,0.17777999,0.054040007,0.17417,5.0,-0.014142952
SO/BB,SIT_DP,0.17796,0.13413604,0.040529996,0.1707,5.0,-0.20934173
DP,Record_ID#,0.17795,0.1779425,0.10440999,0.16856,5.0,-0.0027373976
PA_SS,PA,0.17792,0.13770783,0.07320999,0.17792,4.807355,0.20052974
SO/BB,1B,0.17788,0.12352669,0.047560006,0.16918,5.0,-0.23313797
LEADOFFR,OBP,0.17788,0.17614375,0.052300006,0.16869,5.0,0.04166841
LEADOFFR,Batted Balls,0.17787,0.17661662,0.020809993,0.16842,5.0,0.035403173
D_BPF,PITCHES,0.17785,0.17453174,0.0120600015,0.16917,5.0,0.05760421
D_PMLVr,LEADOFFR,0.17785,0.17725874,0.034849986,0.16822,5.0,0.024315534
R2BI%,NSOR,0.17784,0.17327413,0.029820003,0.16916,5.0,-0.06757116
D_NETDP,PA_CF,0.17783,0.14506273,0.03087999,0.16866,5.0,-0.18101731
D_MLVr,PA_2B,0.17776,0.16942118,0.031780005,0.17133,5.0,0.091317184
LEADOFFR,PA_SS,0.17774,0.16619572,0.08544999,0.16715,5.0,0.10744428
SFR,B1R,0.17772,0.15413769,0.014410004,0.17115,5.0,-0.15356533
R3,PA_3B,0.17767,0.1267821,0.078279994,0.17289,5.0,0.22558345
PA_PH,BB,0.17766,0.10120982,0.022420004,0.1718,5.0,-0.27649626
G_PH,BB,0.17766,0.101380065,0.022420004,0.1718,5.0,-0.27618822
PA%,BK,0.17764,0.1401343,0.13051,0.17121,5.0,0.19366387
GB%,G_SS,0.17763,0.14846276,0.056590006,0.17014,5.0,0.17078422
R1_BI,G_3B,0.1776,0.14569351,0.10235,0.1739,5.0,0.17862387
HBPR,G_2B,0.17757,0.17756848,0.09526,0.16817,5.0,0.0012300006
AVG,G_PR,0.17756,0.14826342,0.11377,0.17033,5.0,-0.17116241
IBBR,PA_LF,0.17754,0.1730199,0.03197001,0.16826,5.0,0.06723171
R1,Record_ID#,0.17754,0.17741963,0.032810003,0.17003,5.0,0.010971061
LEADOFFR,BB,0.1775,0.17734791,0.071109995,0.16748,5.0,0.012331934
ABR,POP,0.17749,0.17493756,0.06166,0.16615,5.0,0.05052157
D_NETDP,LEADOFFR,0.17748,0.14702731,0.012119994,0.16568,5.0,-0.17450699
FB%,IBBR,0.17746,0.11883421,0.014770001,0.17091,5.0,0.24212763
OUTR,PB,0.17743,0.13248822,0.13754001,0.16891,5.0,-0.21199478
LEADOFFR,Record_ID#,0.17742,0.17735085,0.0151700005,0.16763,5.0,-0.008316162
ABR,G_SS,0.17741,0.15537396,0.049280003,0.16915,5.0,0.14844546
ROB,PA_RF,0.17741,0.12098074,0.062440008,0.17461,5.0,0.23754846
D_RPMLV,PICKOFF,0.17735,0.120163515,0.11157,0.17004,5.0,0.23913696
R1BI%,LEADOFFR,0.17734,0.16293494,0.040790007,0.16739,5.0,-0.12002109
D_RAP,Record_ID#,0.17731,0.17692623,0.041270003,0.16779,5.0,0.019590301
SH,Record_ID#,0.1773,0.17658013,0.11307,0.16944,5.0,0.026830612
GB%,SALARY,0.1773,0.16443859,0.037620008,0.16547,5.0,-0.113408156
G_LF,H,0.17727,0.16018015,0.03834,0.17083,5.0,0.13072811
END_GAMER,NSOR,0.17725,0.1724784,0.018459998,0.16837,5.0,0.06907678
BBr,PA_PH,0.17724,0.17675829,0.074319996,0.16536,5.0,0.021947786
BBr,G_PH,0.17724,0.17672095,0.074319996,0.16536,5.0,0.02278279
R3,FB%,0.17722,0.10188804,0.03564,0.16911,5.0,0.2744667
PA_LF,TOB,0.1772,0.14224908,0.039479997,0.17332,5.0,0.18695168
PA%,PA_3B,0.1772,0.14889573,0.06713001,0.17404,5.0,0.16823877
D_EqR,PA_LF,0.1772,0.13028657,0.043619998,0.17332,5.0,0.21659508
R1,D_BPF,0.17719,0.17567377,0.052550003,0.16757,5.0,0.038938835
B3R,POS,0.17718,0.15135844,0.03679,0.17044,5.0,0.1606909
PA_C,TOB,0.17715,0.17496087,0.094510004,0.17715,4.321928,-0.046788096
PICKOFF,2B,0.17715,0.08763171,0.089209996,0.1737,5.0,0.29919606
R,LD%,0.17715,0.13867708,0.026109993,0.17048,5.0,0.19614516
SB,RBIR,0.17713,0.15136126,0.08447,0.16596,5.0,-0.16052645
SB%,PA,0.1771,0.08253743,0.02610001,0.17225,5.0,0.3075103
Batted Balls,Record_ID#,0.17708,0.17707804,0.01842001,0.1676,5.0,-0.0014027725
PA_1B,2B,0.17707,0.12782744,0.06276001,0.17113,5.0,0.22190666
AVG,Record_ID#,0.17707,0.17501794,0.041950002,0.16614,5.0,0.04529981
D_MLVr,B3R,0.17707,0.15404722,0.020740002,0.16808,5.0,0.1517326
PA%,LEADOFFR,0.17705,0.17638142,0.05084999,0.16836,5.0,0.025856804
D_VORP,PA_CF,0.17705,0.16088,0.03373,0.16836,5.0,0.12716126
PA_1B,LD,0.17703,0.1270943,0.058760002,0.17237,5.0,0.22346298
SO/BB,AVG,0.17703,0.11576165,0.02590999,0.17097,5.0,-0.24752443
HBPR,HITR,0.17702,0.17292307,0.023740001,0.17029,5.0,-0.064007215
POP%,IBB,0.17702,0.17134202,0.108729996,0.17053,5.0,-0.07535242
RUNR,PB,0.177,0.13504153,0.13602,0.16817,5.0,0.20483765
R1_BI,UBBr,0.177,0.14656605,0.10908,0.16805,5.0,0.17445329
AVG,WP,0.17699,0.08422035,0.095960006,0.17016,5.0,0.3045811
D_PMLVr,FC,0.17692,0.16639245,0.14863999,0.16937,5.0,0.102603845
RUNR,GB%,0.17688,0.16314606,0.019059993,0.16801,5.0,-0.1171919
R2BI%,RUNR,0.17688,0.13144036,0.027510002,0.17041,5.0,0.21316576
B3R,B2R,0.17683,0.17260692,0.02489999,0.16684,5.0,0.06498523
IBBR,3B,0.17682,0.17580938,0.13192,0.16749,5.0,-0.031790223
SB%,UBBr,0.1768,0.17230667,0.10289,0.16774,5.0,0.06703224
PA_PH,PA_3B,0.17679,0.17425197,0.0308,0.17086,5.0,-0.050378885
G_PH,PA_3B,0.17679,0.17424187,0.031519994,0.17086,5.0,-0.050479
LEADOFFR,TBP,0.17678,0.17628273,0.025649995,0.16851,5.0,-0.02229945
FB%,END_GAME,0.17677,0.15323755,0.103700005,0.16931,5.0,0.15340288
SH,TB,0.17675,0.16913566,0.11807001,0.16894,5.0,-0.08726018
LEADOFFR,G_SS,0.17674,0.16892564,0.051910006,0.16668,5.0,0.088398844
BBr,GIDP,0.17673,0.17625725,0.103760004,0.16747,5.0,-0.021742932
OBP,PA_C,0.17672,0.17244339,0.021799996,0.16928,5.0,-0.065395765
OBP,G_C,0.17672,0.16821906,0.05478999,0.16928,5.0,-0.092200466
ROB,G_1B,0.17672,0.07679698,0.021790005,0.16739,5.0,0.31610602
R,PB,0.17669,0.07581023,0.093169995,0.17119,5.0,0.31761575
NSOR,ROEr,0.17666,0.16271138,0.018229999,0.16699,5.0,0.1181043
D_BPF,BBr,0.17666,0.17513677,0.04275,0.16818,5.0,0.03902844
PA_3B,AB,0.17659,0.14894153,0.056140002,0.17214,5.0,0.16627827
D_VORP,G_CF,0.17658,0.16682531,0.050579995,0.16828,5.0,0.098765805
PA_RF,AB,0.17654,0.123435155,0.039909996,0.1653,5.0,0.2304449
G_RF,AB,0.17654,0.13129137,0.03246,0.1653,5.0,0.21271725
D_RPMLVr,POS,0.17651,0.1750311,0.095570005,0.16733,5.0,-0.038456514
D_VORPr,PA_DH,0.17651,0.16302885,0.047100008,0.16725,5.0,0.11610837
D_VORPr,G_DH,0.17651,0.16533141,0.08800001,0.16725,5.0,0.10572887
D_NETDP,SB,0.17651,0.13677189,0.078310005,0.16734,5.0,-0.1993442
R3_BI,G_PH,0.17651,0.08064504,0.03911999,0.17434,5.0,-0.30962068
OBI,PICKOFF,0.17651,0.14112842,0.07840001,0.17144,5.0,0.18809995
D_PMLVr,B3R,0.1765,0.15506285,0.021330006,0.16908,5.0,0.14641427
D_RAR,PA_1B,0.17648,0.075389035,0.039860003,0.16576,5.0,0.31794804
D_RPMLVr,Record_ID#,0.17646,0.17601267,0.012040004,0.16659,5.0,0.021150127
ROB,PA_3B,0.17641,0.13195711,0.04277,0.17103,5.0,0.21083853
PA_3B,PA,0.17638,0.14805555,0.05685,0.17323,5.0,0.16829865
PA%,UBBr,0.17635,0.16820455,0.06324,0.16755,5.0,0.09025213
R1,G_LF,0.17635,0.16562717,0.020659998,0.16938,5.0,0.103551105
R1BI%,Record_ID#,0.17635,0.17632884,0.023699999,0.16558,5.0,-0.0045995777
PA_CF,TB,0.17632,0.14612146,0.052330002,0.16708,5.0,0.17377728
G_3B,RBI,0.17632,0.14559396,0.06849,0.17106,5.0,0.17528847
GB%,3B,0.1763,0.17622685,0.11522,0.16803,5.0,-0.008552799
PA_1B,Record_ID#,0.17628,0.1755169,0.061480008,0.16785,5.0,-0.02762424
D_OUTS_EQ,SB%,0.17626,0.08950884,0.028400004,0.17066,5.0,0.2945355
PA_RF,WP,0.17625,0.14912045,0.09374999,0.17006,5.0,0.16471049
HBPR,PA_RF,0.17625,0.17019008,0.08454999,0.16573,5.0,-0.077845424
HBPR,G_RF,0.17625,0.16963129,0.06677999,0.16573,5.0,-0.08135541
R,GB%,0.17625,0.129361,0.013029993,0.16805,5.0,-0.21653868
SFR,PA_PH,0.17622,0.17596647,0.08454,0.16823,5.0,0.015922744
SFR,G_PH,0.17622,0.17597796,0.08454,0.16823,5.0,0.015557546
D_PMLV,POS,0.17621,0.1753923,0.13825,0.16826,5.0,-0.028595451
DP%,SH,0.1762,0.16498911,0.09742,0.16794,5.0,-0.10588152
PA_CF,FB,0.17618,0.1572268,0.04852,0.16886,5.0,0.13767065
SOr,END_GAME,0.17618,0.16814333,0.11834,0.16725,5.0,-0.089647494
DP%,END_GAME,0.17617,0.17483999,0.11719,0.16782,5.0,0.036469463
GB%,END_GAMER,0.17617,0.17260572,0.014130011,0.16646,5.0,0.059701584
D_BPF,SIT_DP,0.17617,0.17304733,0.03417,0.16819,5.0,0.05588091
ABR,POS,0.17616,0.16979693,0.12168999,0.16751,5.0,-0.07976882
R1_BI,ROE,0.17613,0.059134804,0.037700012,0.17613,4.807355,0.3420456
D_VORPr,G_SS,0.17611,0.17273232,0.047099993,0.16632,5.0,0.058117755
DP%,FB,0.1761,0.17593162,0.032570004,0.16885,5.0,0.012975977
AVG,SALARY,0.17607,0.125372,0.008809999,0.16847,5.0,0.22516221
OUTR,G_1B,0.17605,0.13708782,0.05059001,0.16567,5.0,-0.1973884
NSOR,HBPR,0.17605,0.16887929,0.01974,0.16732,5.0,-0.08468013
PA_C,Batted Balls,0.17604,0.17569514,0.07955,0.17275,5.0,-0.018570377
G_C,Batted Balls,0.17604,0.17358431,0.07473001,0.17097,5.0,-0.049554862
PA_SS,LD,0.17599,0.11923529,0.04824,0.16963,5.0,0.23823248
LD%,IBB,0.17597,0.16100822,0.097940005,0.16805,5.0,0.12231837
SO/BB,HR,0.17596,0.16208072,0.06633,0.16892,5.0,-0.11781038
FB%,AB,0.17593,0.13204364,0.03424,0.16997,5.0,0.2094907
D_RPMLV,DP%,0.17591,0.1720893,0.024960004,0.16613,5.0,-0.06181187
SOr,SF,0.17587,0.16837098,0.13226,0.16696,5.0,-0.08659691
PA_1B,PA,0.17586,0.11016441,0.034500003,0.1679,5.0,0.2563115
SFR,G_2B,0.17585,0.17558402,0.048590004,0.16731,5.0,-0.01630918
D_RARP,G_2B,0.17585,0.1643561,0.04211,0.1693,5.0,0.10720966
G_LF,2B,0.17584,0.16991381,0.06023,0.17066,5.0,0.07698174
PA_1B,AB,0.17582,0.119915396,0.0444,0.17257,5.0,0.23644152
PA_1B,TB,0.17582,0.09278582,0.0516,0.17257,5.0,0.2881565
RBIR,BK,0.17578,0.14954112,0.13304,0.16803,5.0,0.16198416
D_BPF,BK,0.17578,0.1755293,0.15989,0.16715,5.0,0.015833482
G_SS,TB,0.17575,0.16465816,0.052150004,0.1676,5.0,0.105317816
ROEr,SHR,0.17575,0.1535915,0.010969996,0.16814,5.0,0.14885734
SB%,GB%,0.17573,0.16228756,0.044990003,0.16805,5.0,0.11594154
DP%,Batted Balls,0.17572,0.16646405,0.019979998,0.16442,5.0,0.096207924
R1,G_SS,0.17571,0.16593823,0.047910005,0.17114,5.0,0.0988522
PA_SS,STRIKES,0.17568,0.14044301,0.06688,0.17566,5.0,0.18771516
OBI,PA_2B,0.17568,0.16914508,0.049749993,0.17287,5.0,0.08083887
D_ISO,3B,0.17566,0.13922678,0.09022,0.16677,5.0,0.19087487
ROEr,HBP,0.17562,0.17522678,0.092070006,0.16799,5.0,-0.019830042
UBBr,GB,0.17561,0.16509977,0.01543,0.16729,5.0,-0.10251942
G_RF,PA_PH,0.17556,0.1739021,0.04265,0.16962,5.0,-0.04071727
G_PH,G_RF,0.17556,0.17388871,0.04265,0.16962,5.0,-0.0408813
ABR,TB,0.17556,0.17079985,0.023539998,0.16705,5.0,-0.06899379
D_BPF,ROEr,0.17556,0.17428228,0.044430003,0.16546,5.0,-0.035745136
POP,SALARY,0.17553,0.13742936,0.03938,0.16722,5.0,0.19519384
ABR,SH,0.17551,0.17401932,0.13834,0.16513,5.0,0.03860932
OBI%,SALARY,0.17551,0.13565703,0.03498,0.16748,5.0,0.19963211
D_VORP,PA_2B,0.17548,0.16259032,0.020399988,0.16814,5.0,0.11353267
FB%,G_LF,0.17547,0.16545112,0.060509995,0.16809,5.0,0.10009434
G_PR,BB,0.17545,0.113508075,0.08526,0.17104,5.0,-0.24888134
SFR,UBBr,0.17545,0.17535485,0.036599994,0.16825,5.0,0.009754199
RUNR,G_SS,0.17545,0.1723295,0.041219994,0.16685,5.0,0.055861376
LD%,G_CF,0.17544,0.16862574,0.057770006,0.17041,5.0,-0.08254849
D_MLVr,G_3B,0.17544,0.16069105,0.023829997,0.16827,5.0,0.12144522
ROEr,D_ISO,0.17543,0.15019031,0.05426,0.1672,5.0,-0.15887006
TBP,G_CF,0.17542,0.17112257,0.071380004,0.16716,5.0,0.065554865
B1R,PA_PH,0.17542,0.17338096,0.079330005,0.16503,5.0,-0.045155846
B1R,G_PH,0.17542,0.17331485,0.079330005,0.16503,5.0,-0.04588189
HITR,G_CF,0.17541,0.17349787,0.07794,0.16527,5.0,0.043727987
PB,G,0.17538,0.08374944,0.09494001,0.17017,5.0,0.3027054
D_MLVr,PA_3B,0.17536,0.15493184,0.031859994,0.16838,5.0,0.1429271
D_RPMLV,PA_1B,0.17536,0.113233,0.021870002,0.1664,5.0,0.24925287
R3BI%,B3R,0.17533,0.17323206,0.039169997,0.16615,5.0,0.045803253
G_C,TOB,0.17532,0.16947368,0.094510004,0.16876,5.0,-0.07646127
ROB,UBBr,0.17532,0.16519494,0.00959,0.16775,5.0,0.10062336
R1BI%,HBPR,0.17526,0.16999611,0.062170006,0.16677,5.0,0.07255267
G_LF,STRIKES,0.17522,0.15581892,0.049039997,0.1706,5.0,0.13928775
PA_DH,AB,0.17521,0.17123057,0.029530004,0.16687,5.0,0.06308271
G_DH,AB,0.17521,0.1730548,0.06435,0.16687,5.0,0.04642407
LEADOFFR,UBBr,0.17521,0.17493224,0.012770005,0.16556,5.0,0.016666135
FB%,OUT,0.17521,0.12578352,0.0137899965,0.1672,5.0,0.22232068
D_BPF,GIDP,0.1752,0.17451948,0.11494,0.16494,5.0,0.026086863
D_EqA,PA_3B,0.1752,0.15868405,0.033140004,0.16762,5.0,0.12851441
PA_ROB,DP%,0.17518,0.17000444,0.012790002,0.16638,5.0,0.071941376
HITR,G_3B,0.17515,0.17000885,0.087450005,0.16649,5.0,0.071701825
SB%,HBPR,0.17509,0.17466761,0.0667,0.16465,5.0,0.020551948
PA_3B,LEADOFF_PA,0.17506,0.17075244,0.019560002,0.16628,5.0,0.065632015
LEADOFFR,1B,0.17506,0.17188169,0.03321001,0.16468,5.0,0.05637648
G_3B,UBB,0.17505,0.16236168,0.06965,0.16963,5.0,0.11264247
LD%,1B,0.17505,0.109074,0.015280001,0.16902,5.0,0.25685796
R1,G_3B,0.17505,0.14029628,0.05436,0.16933,5.0,0.1864235
LEADOFFR,LD,0.17504,0.1744497,0.032130003,0.16632,5.0,0.024296414
D_BPF,SOr,0.17503,0.17417347,0.010010004,0.16727,5.0,0.029266402
DP%,ABR,0.17497,0.12813003,0.01895,0.16595,5.0,0.21642543
D_NETDP,LD%,0.1749,0.17349726,0.046179995,0.16511,5.0,-0.037453104
G_2B,G,0.17489,0.15212704,0.03735,0.16976,5.0,0.15087399
BBr,LD,0.17486,0.17457348,0.031660005,0.16457,5.0,0.016926905
D_PMLVr,POS,0.17486,0.17266937,0.11777,0.16611,5.0,-0.046804264
PA_SS,SH,0.17479,0.1205984,0.058149993,0.16944,5.0,0.23279089
PA_3B,SALARY,0.17477,0.15914842,0.028590001,0.16621,5.0,0.1249863
OBI%,3B,0.17476,0.150311,0.0993,0.16651,5.0,0.1563618
END_GAMER,B2R,0.17473,0.15468363,0.02197,0.16681,5.0,-0.14158519
ABR,G_1B,0.17472,0.14770086,0.06324001,0.16632,5.0,-0.164375
D_EqA,G_3B,0.17472,0.16244161,0.023630008,0.16714,5.0,0.110807925
R1BI%,SFR,0.17472,0.1739281,0.04708001,0.1656,5.0,0.028140793
R3BI%,OUTR,0.17472,0.1677074,0.019979995,0.16585,5.0,-0.08374127
TOB,Record_ID#,0.17471,0.174697,0.037740007,0.16714,5.0,0.0036076093
B3R,G_1B,0.17471,0.16637208,0.061260007,0.16685,5.0,-0.09131227
R1_BI,BBr,0.17471,0.11070796,0.094270006,0.16708,5.0,0.25298625
DP%,UBBr,0.1747,0.14906996,0.015699998,0.16693,5.0,-0.16009386
D_RAP,G_2B,0.1747,0.16957678,0.03692001,0.16577,5.0,0.07157668
OBI,G_PH,0.1747,0.07517593,0.029799998,0.16744,5.0,-0.31547436
D_RPMLV,POS,0.17469,0.17431243,0.09176999,0.16491,5.0,-0.01943112
END_GAMER,PA_C,0.17467,0.17423132,0.06076,0.16594,5.0,-0.02094457
END_GAMER,G_C,0.17467,0.17418115,0.055499993,0.16594,5.0,-0.022109892
LD%,Record_ID#,0.17467,0.17424014,0.030670002,0.16662,5.0,0.02073307
CS,BBr,0.17466,0.17331815,0.09697,0.16474,5.0,-0.036631335
PA%,DP%,0.17465,0.17359105,0.020689994,0.16852,5.0,0.03254147
OBI%,IBBR,0.17465,0.15738143,0.055669993,0.16835,5.0,0.13140994
OBI,PA_PH,0.17464,0.075111,0.030020006,0.16744,5.0,-0.31548217
PA_SS,Record_ID#,0.17461,0.16590995,0.059510008,0.16541,5.0,0.093274094
G_1B,PITCHES,0.17456,0.11187594,0.046189994,0.17028,5.0,0.25036785
SB,ROE,0.17456,0.015814632,0.053629994,0.17167,5.0,0.39842862
PICKOFF,NSOR,0.17456,0.17428657,0.14141999,0.16651,5.0,-0.016535573
PA_RF,RBI,0.17454,0.13214584,0.06837,0.16914,5.0,0.20589842
PA_RF,SIT_DP,0.17452,0.116634905,0.0674,0.17083,5.0,0.24059321
D_RAP,PA_DH,0.17452,0.17371297,0.052840002,0.16355,5.0,0.028408194
D_RAP,G_DH,0.17452,0.17428313,0.07679,0.16355,5.0,0.015390401
D_RARP,G_1B,0.17451,0.14590508,0.042129993,0.17001,5.0,0.16912991
ROEr,PA_C,0.17449,0.16844583,0.050960004,0.16469,5.0,-0.077744305
ROEr,G_C,0.17449,0.16777982,0.07038,0.16469,5.0,-0.081915714
B3R,PA_LF,0.17448,0.16370395,0.047110006,0.16603,5.0,0.10380778
SB%,TOB,0.17448,0.07056739,0.025750011,0.16622,5.0,0.3223548
FB%,TOB,0.17446,0.11730012,0.019959997,0.16689,5.0,0.23908131
LEADOFFR,SLG,0.17444,0.17390887,0.014259998,0.164,5.0,-0.023046197
ABR,ROE,0.17443,0.15439466,0.13216999,0.16682,5.0,0.14154623
G_1B,BALLS,0.1744,0.09734281,0.04738999,0.17012,5.0,0.27759176
G_CF,FB,0.1744,0.16146815,0.049770005,0.16586,5.0,0.11371834
R3,PA_LF,0.17439,0.14718409,0.07221,0.17037,5.0,0.16494215
SB,SIT_DP,0.17438,0.119289756,0.03757,0.16802,5.0,0.23471312
R1BI%,DP%,0.17438,0.17161562,0.029769994,0.16775,5.0,-0.05257748
LEADOFFR,2B,0.17436,0.1733548,0.09305001,0.16553,5.0,-0.03170493
PA_ROB,PA_SS,0.17436,0.15974018,0.06043,0.17212,5.0,0.1209125
D_MLVr,POP%,0.17435,0.14983597,0.012909997,0.16607,5.0,-0.15656954
G_RF,PITCHES,0.17432,0.12504691,0.052049994,0.17005,5.0,0.22197543
D_BPF,END_GAME,0.17432,0.17343086,0.12607,0.16441,5.0,-0.02981853
D_RAR,G_SS,0.17432,0.17390636,0.042060003,0.16715,5.0,-0.02033816
B1R,SO/BB,0.17426,0.1682838,0.02127,0.16434,5.0,-0.077305846
SFR,ABR,0.17426,0.14900167,0.020829998,0.16491,5.0,-0.15892869
SOr,ROEr,0.17426,0.16452043,0.02448,0.16691,5.0,-0.098689266
HBPR,G_1B,0.17425,0.1740144,0.05814001,0.16613,5.0,0.01534917
SB,NSOR,0.17425,0.17422727,0.08940001,0.16201,5.0,-0.0047681755
D_BPF,H,0.17423,0.17199846,0.01867,0.16568,5.0,0.047239095
NSOR,G_CF,0.17419,0.1705645,0.07466,0.16385,5.0,-0.06021216
SB,ABR,0.17418,0.1741103,0.09309,0.1636,5.0,-0.008349042
R3_BI,PA_PH,0.17418,0.07832563,0.03679,0.17201,5.0,-0.30960357
FB%,HBPR,0.17417,0.16588086,0.035390005,0.16484,5.0,0.0910447
PA_2B,LD,0.17415,0.12766936,0.036259994,0.16938,5.0,0.21559368
GB,POS,0.17414,0.17413962,0.043859996,0.16731,5.0,6.173175E-4
DP%,LEADOFF_PA,0.17412,0.16955003,0.025450006,0.16721,5.0,-0.067601554
HBPR,GIDP,0.17408,0.16588463,0.10235,0.16425,5.0,-0.090528265
SHR,UBBr,0.17403,0.15231988,0.047580004,0.16522,5.0,-0.14734359
D_RARP,PA_RF,0.17395,0.15557411,0.035280004,0.16442,5.0,0.1355577
D_RARP,G_RF,0.17395,0.16025718,0.038100004,0.16442,5.0,0.11701636
DP%,RBI,0.17393,0.17389847,0.02786,0.16524,5.0,0.0056150025
D_EqR,G_1B,0.17389,0.09364942,0.035850003,0.16427,5.0,0.28326768
DP%,POP,0.17385,0.17384689,0.054289997,0.16678,5.0,0.0017666604
SHR,GB,0.17384,0.15940651,0.032189995,0.16613,5.0,-0.12013947
D_BPF,G,0.17381,0.17199399,0.030530006,0.16418,5.0,0.042614773
ABR,SO,0.17379,0.1245074,0.019919995,0.16564,5.0,-0.22199684
SH,POS,0.17372,0.16591553,0.10521,0.17372,4.321928,-0.0883429
D_RPMLV,G_1B,0.17372,0.1221074,0.033130005,0.16573,5.0,0.22718407
GB%,PA_CF,0.1737,0.17192188,0.059930004,0.16582,5.0,0.042167794
PA_RF,H,0.17369,0.11947264,0.07748,0.17,5.0,0.23284625
FB%,BK,0.17368,0.1618452,0.14731999,0.16506,5.0,0.10878783
ABR,LEADOFF_PA,0.17367,0.171192,0.040309995,0.16618,5.0,-0.049779423
GB%,1B,0.17366,0.17361148,0.037930004,0.16894,5.0,-0.0069650384
POP%,BB,0.17363,0.16410254,0.055519998,0.16658,5.0,-0.09760869
R2BI%,ABR,0.17357,0.15201338,0.025260001,0.16586,5.0,0.14682177
D_EqA,D_BPF,0.17354,0.17332953,0.03949,0.16478,5.0,0.014507344
PA_1B,GB,0.17353,0.15290737,0.03906,0.16424,5.0,0.14360578
PICKOFF,HRr,0.1735,0.17285979,0.14118999,0.16531,5.0,-0.02530257
LEADOFFR,TB,0.17349,0.17347725,0.009539999,0.16311,5.0,0.0035714163
R1_BI,Record_ID#,0.17348,0.17329946,0.119720004,0.16421,5.0,0.013436389
PA%,SB%,0.17346,0.07990051,0.035509996,0.16839,5.0,0.30587497
POP%,UBB,0.17343,0.16464326,0.090459995,0.16545,5.0,-0.09373763
D_BPF,FB,0.17343,0.16897672,0.04615,0.16465,5.0,0.0667328
